,name,longitud,latitud,regular,premium,diesel
4823,PETRO EXPRESS GPE. SA DE CV,-100.2089,25.65467,19.94,21.68,
4824,PETRO G SA DE CV,-98.38596,26.04949,,16.89,
4825,"SERVICIO LAGUNAS MONTEROS, S.A. DE C.V.",-92.90121,18.03667,,,20.4
4826,NICROC INMOBILIARIA S.A. DE C.V.,-116.8818,32.08572,18.67,,
4827,FLECHA GASOLINERA SA DE CV,-110.9315,27.93874,,,21.59
4828,"AUTOSERVICIO YUCATAN, S.A. DE C.V. (ES05480)",-89.18306,21.09184,15.73,,
4829,MARIO FELIX ROBELO,-110.9558,30.62434,20.28,21.19,
4830,GASOLINERA PARADOR STA URSULA S.A. DE C.V.,-101.6725,17.76376,19.16,20.46,20.4
4831,GASOLINERA COYULA SA DE CV,-103.2332,20.66344,20.31,21.15,21.1
4832,LUBRICUENCA SA DE CV,-96.14593,18.23696,19.79,21.19,21.44
4833,GASOLINERA DEL RIO MOLOLOA S.A. DE C.V.,-104.8838,21.51484,,,21.2
4834,"SUPER'S RAPÍDITOS BIP BIP, S.A. DE C.V.",-106.3957,31.66778,13.9,16,
4835,Administradora de Gasolineras Esmegas ,-99.2843,19.5493,,,21.69
4836,ENERGETICOS Y SUMINISTROS DE SAN MARTIN SA DE CV,-98.49447,17.91458,19.8,21.4,21.3
4837,SIDRONIO RODRIGUEZ MORA ,-115.4003,32.59191,,19.05,
4838,GASERVICIO SANTA CLARA SA DE CV,-110.9055,29.03014,19.94,,
4839,GASOLINERA JV S.A. DE C.V.,-104.9139,27.13791,19.55,20.98,20.91
4840,SERVICIOS Y LUBRICANTES BOULEVARD SA DE CV,-109.9055,27.69863,20.1,21.35,21.73
4841,VAGU LUBRICANTES SA DE CV,-110.9585,31.30966,16.19,18.19,20.59
4842,GASOLINERAS R Y R DE IXTEPEC SA DE CV,-95.08754,16.54808,19.3,20.3,20.95
4843,"SERVICIO SAGA, S.A. DE C.V.",-103.3867,25.62556,19.68,21.15,20.9
4844,"Century Gas, S.A. de C.V.",-110.9303,31.29704,,,20.56
4845,JOSE OSCAR EROSA DENIS,-89.1054,21.14186,,21.32,
4846,SUPER SERVICIO DLT SA DE CV,-99.21012,19.53944,20.43,21.43,21.63
4847,"GASOLINERA PERIFERICO SAN JOSE, SA DE CV",-98.2187,18.96612,,,21.19
4848,"AUTOSERVICIO HUATABAMPO, S.A. DE C.V.",-109.6378,26.82416,20.53,,21.19
4849,"GASOLINERA CASTILLOTLA, SA DE CV",-98.2541,18.98092,19.2,20.5,21.12
4850,MAGAM SA DE CV,-116.9484,32.48659,18.86,,
4851,"Servicios Falomir, S.A. de C.V.",-108.3146,25.70409,20.6,22.99,22.4
4852,ROBERTO HENOCH AGUILAR GALINDO,-98.97701,19.82642,19.81,20.98,
4853,Servicio Cupula SA de CV,-98.90289,19.42185,20.2,21.1,21.52
4854,Inmobiliaria Aja Gomez SA de CV,-99.09034,19.36667,20.55,21.54,
4855,CARFLOR S.A. DE C.V.,-105.2185,20.6601,20.49,21.89,21.83
4856,Servicio Paraje SA de CV,-99.28525,19.6139,,18.28,
4857,SUPER SERVICIOS MORENO S.A. DE C.V.,-103.8852,18.9545,19.83,21.35,20.45
4858,ADOLFO TREJO BENITEZ,-99.35984,20.45056,19.4,20.73,21.65
4859,MULTISERVICIOS COSTA DEL SOL SA DE CV,-104.432,19.13935,19.75,20.9,21.54
4860,OPERADORA DE ESTACIONES DE SERVICIO CIMA SA DE CV,-93.14384,17.92683,18.69,20.15,20.39
4861,SERVICIO RIO CALZADAS SA DE CV,-94.10315,17.93467,18.6,19.7,20.65
4862,SOL DEL COLORADO S.A. DE C.V.,-114.7528,32.46679,,16.79,
4863,"LIZARDE  Y COMPAÑIA, S.A. DE C.V.",-102.8853,21.18877,20.75,,
4864,"GASOLINERIA LAS PALMAS, S.A. DE C.V.",-96.1533,19.1616,,19.75,
4865,"ESTACION DE SERVICIO EL CAPITAN, S.A. DE C.V.",-110.9447,29.09803,20,,
4866,"GASOLINERA GRANJAS SAN ISIDRO, SA DE CV",-98.21378,18.9905,,20.65,
4867,SERVICIO VALTIERRA ,-101.6394,21.12656,,21.89,
4868,"OCTAMAR DE SONORA, S.A. DE C.V.",-113.5338,31.3058,19.37,20.85,20.94
4869,"SERVICIO200,S.A. DE C.V.",-109.9607,27.48324,,21.45,
4870,SERVICIO BACOBAMPO SA DE CV,-109.6508,26.98244,20.32,21.77,20.91
4871,"GASOLINERA INDEPENDIENTE, S.A. DE C.V.",-101.1795,19.69106,,21.3,
4872,GASOLINERA EXPRESS DE BUENAVISTA S.A DE C.V.,-102.5862,19.20808,21.3,22.24,23.09
4873,"GRUPO CORPORATIVO FEYESAR, SA DE CV",-107.3802,24.80511,19.5,21.84,
4874,"ENTRADA A NACAJUCA, S.A. DE C.V.",-92.93114,18.03544,18.39,19.79,
4875,"GOMCOVI, SA. DE C.V.",-103.3756,20.64039,20.89,21.85,22.15
4876,SIBA COMBUSTIBLES Y LUBRICANTES SA DE CV,-101.4494,26.89614,19.27,,
4877,EL CHARRO GASOLINERA SA,-110.9693,29.09263,20.18,21.55,
4878,super servicio claudia de guadalajara s.a. de c.v.,-103.2392,20.60085,20.75,21.4,21.85
4879,SUPER SERVICIO ALVAREI SA DE CV,-99.86916,19.80438,19.99,,
4880,GASOLINERA LAS AMERICAS SA,-103.3732,20.68543,20.9,21.8,
4881,"SERVICIO JUAN JOSE RIOS, S.A. DE C.V.",-108.8203,25.75624,20.52,22.35,
4882,"SERVICIO LEYVA, S.A DE C.V.",-107.8861,30.38473,,20,
4883,"KOPLA, S.A. DE C.V",-101.244,19.65513,,21.15,
4884,"SERVICIO AMERICA DE PUEBLA, S.A. DE C.V.",-98.16595,19.04406,18.85,20.35,
4885,"SERVICIO GASOLINERO AZCAPOTZALCO, S.A. DE C.V.",-99.19801,19.48233,20.4,,
4886,Astrid Franquicias y Estaciones de Servicio SA. CV,-96.20351,19.07609,19.5,21.01,
4887,ORVI COMBUSTIBLES S.A DE C.V,-99.90294,19.78295,20.09,21.55,21.49
4888,"SERVICIOS AVILA DEL NOROESTE, S.A. DE C.V.",-109.9455,27.49426,19.9,,
4889,"LUBRICANTES HUALAHUISES, S. A. DE C. V.",-99.67176,24.88861,19.65,21.31,21.24
4890,LINA MARIA SALAZAR NOGALES,-112.1514,30.72461,,18.78,
4891,COMBUSTIBLES Y REFACCIONES FRIESEN SA DE CV,-106.7121,29.00182,19.85,,20.76
4892,DANILT S DE RL,-113.5228,31.34281,19.35,20.86,20.95
4893,VICTOR MANUEL LOPEZ STOUPIGNAN,-103.4245,20.67984,20.69,21.8,
4894,GASOLINERA EL PARRAL SA DE CV,-92.97805,16.3589,20.2,21.2,21.4
4895,VICTOR MANUEL CIRIGO ARIAS,-97.755,17.82112,20.49,,
4896,GASOLINERIA EL PEÑON SA DE CV,-100.2224,25.65727,,21.6,
4897,GASOLINERA RINCON DEL CIMATARIO SA DE CV,-100.3839,20.5501,20.5,21.8,22.5
4898,ALEJANDRO FERNANDO GONZALEZ BREACH,-109.4363,27.08761,21.15,21.79,22.2
4899,EXACTO COMBUSTIBLES SA DE CV,-107.6501,25.17984,20.21,22.63,21.99
4900,SERVICIO OBISPADO S.A DE C.V.,-100.5627,28.69528,15.58,18.19,20.55
4901,"SUPER SERVICIO SOLIDARIDAD, S.A. DE C.V.",-101.35,20.71359,20.5,21.89,21.7
4902,"SERVICIO MONTELONGO, SA DE CV",-100.941,22.19488,,,20.82
4903,Gasolinera San Diego Cholula S.A. de C.V.,-98.29238,19.07755,19.38,20.52,21.19
4904,"COMBUSTIBLES Y LUBRICANTES ORO VERDE, S.A. DE C.V.",-92.96325,17.59091,18.69,,
4905,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,-93.29985,18.11217,19.19,20.51,20.89
4906,"SUPER'S RAPÍDITOS BIP BIP, S.A. DE C.V.",-106.4361,31.68306,13.9,16,
4907,SABINO JUAREZ ZALETA,-97.80363,22.11023,,20.36,
4908,"SUPER'S RAPÍDITOS BIP BIP, S.A. DE C.V.",-106.4472,31.6562,13.9,16,
4909,SERVICIO MANACAR S.A. DE C.V.,-96.11992,18.08055,20.05,21.35,22.01
4910,MAXI ENERGETICOS DEL SURESTE SA DE CV,-94.54648,17.97832,18.48,,
4911,SERVICIO OTEAPAN SA DE CV,-94.47221,18.14571,17.99,19.25,20.4
4912,"PRONTOGAS, S.A. DE C.V.",-106.0934,28.65784,19.59,21.13,
4913,Estacion de Servicio Hochfeld Campo 6 Col. Las Virginias S.A. de C.V.,-108.1924,30.88887,18.13,,
4914,"SAN ANTONIO TEKAX, SA DE CV (ES11113)",-89.5333,20.40078,19.98,,21.23
4915,Servicio Hermanos Vega S.A. de C.V.,-107.4613,29.84716,19.25,,20.35
4916,SUPER SERVICIO BOGAVANTE S.A DE C.V,-97.35963,19.81257,,,21.95
4917,Servicio Independencia S.A. de C.V.,-102.2968,21.94627,,21.36,
4918,"COMERCIALIZADORA DE PRODUCTOS Y SERVICIOS VALSEQUILLO, S.A. DE C.V.",-98.19294,18.97496,18.75,20.39,19.8
4919,"PETROMERIDA, SA DE CV (ES11112)",-89.56513,20.97583,,,20.84
4920,"GASOLINERA EL MAYORAZGO, SA DE CV",-98.22618,19.02209,19.31,20.55,
4921,"SERVICIO FUNDADORES, S.A. DE C.V.",-116.6125,32.57233,18.09,19.49,
4922,"GASOLINERAS EL GATO, S.A. DE C.V. ",-107.3784,24.44255,19.98,21.95,21.7
4923,GASOLINERA Y SERVICIOS AEROPUERTO SA DE CV,-92.35945,14.79393,19.26,20.65,20.87
4924,HUGO CARRASCO GARCIA,-99.60114,19.27727,20.19,21.45,21.67
4925,"AUTO SERVICIO CATEMACO, S.A. DE C.V.",-95.11918,18.42096,19.5,,21.34
4926,OPERADORA LUCENSE SA DE CV,-99.46676,19.18357,19.89,,
4927,DIANA CAROLINA SOTO GONZALEZ,-96.92822,19.57373,19.35,20.25,21
4928,CAÑAGAS AUTLAN S.A DE C.V,-104.2344,19.787,,21.05,
4929,Multiservicios Dual S.A. DE C.V.,-99.49442,19.28108,20.68,22.38,22.39
4930,"Gaso Sumi, S.A. de C.V.",-96.90473,19.54694,19.47,20.29,
4931,ESTACIÓN DE SERVICIO DOÑA ADE SA DE CV,-97.66592,17.26345,20.63,21.48,22.59
4932,COMBUSTIBLES Y LUBRICANTES EL PUENTE S.A DE C.V.,-99.3297,22.52003,18.86,20.05,20.36
4933,"GASOLINERA JOFRANA, S.A. DE C.V.",-106.5716,24.57852,,21.8,
4934,"ADMINISTRADORA LUGADI, S.A. DE C.V",-97.24644,19.76855,19.59,21.1,
4935,"Servicio Sergapac, S.A. de C.V.",-107.3687,24.32238,20.13,22.59,22.65
4936,ANTONIO FRANCO ARELLANO,-103.7005,20.66118,20.75,,
4937,GASOLINERA STA. BARBARA SRL. DE CV,-105.8173,26.80767,19.83,21.24,20.63
4938,Auto Servicio Autopista Quecholac S.A. de C.V.,-97.69193,18.9346,18.87,20.11,20.67
4939,CENTRO DE SERVICIOS ELVA SA DE CV,-112.7096,30.80535,19.3,,20.99
4940,SERVICIO RIO CALZADAS SA DE CV,-94.45624,18.10282,18.46,,
4941,"COMERCIALIZADORA BOSQUES, S.A. DE C.V.",-103.4252,20.71793,,,19.25
4942,JORGE GUZMAN LOPEZ,-93.30725,17.13636,,20.41,
4943,COMPOBE SA DE CV,-99.10972,23.76188,19.75,21.3,
4944,CAVE SA DE CV,-103.7149,19.23672,19.8,21.05,21.5
4945,GASOLINERA Y SERVICIOS MAZATLAN S.A. DE C.V.,-106.389,23.23264,20.39,21.84,21.44
4946,ESTACION DE COMBUSTIBLE SANTA ANA SA DE CV ,-102.0199,20.34458,20.45,22.18,21.88
4947,"CIA PETROLERA DE NOGALES, S.A. DE C.V.",-110.945,31.32723,,17.49,
4948,ABASTECEDORA DE COMBUSTIBLES SANCHEZ HNOS SA DE CV,-107.4541,24.77393,19.57,21.99,21.6
4949,GASOLINERA JV S.A. DE C.V.,-104.8835,27.11272,19.55,20.98,20.91
4950,SERVICIO PETROJUELOS S.A. DE C.V.,-101.5764,21.87523,,21.28,21.75
4951,SUPER SERVICIO DLT SA DE CV,-99.53098,19.28483,20.41,21.63,21.89
4952,"RAMSA DEL YAQUI, S.A. DE C.V.",-110.0285,27.3547,20.09,,
4953,"GASOLINERA CAPILLITA, SA DE CV",-98.37484,19.22896,19.88,20.81,
4954,GOSACO SA DE CV ,-100.28,25.94336,19.25,20.34,20.23
4955,AUTOSERVICIO SANTA ELENA SA DE CV,-102.875,25.62641,,21.1,
4956,BRAVO COMBUSTIBLES Y LUBRICANTES SA DE CV,-95.77611,18.36601,19.75,20.78,
4957,GASERVICIO SA DE CV,-110.9971,29.15516,19.94,,
4958,GASERVICIO SA DE CV,-116.9168,32.46627,,19.99,
4959,GARAGE QUINTANILLA SA DE CV ,-99.62538,26.07157,19.74,21.01,21.11
4960,PATRICIA LOPEZ FLORES,-92.09226,16.17784,20.53,,
4961,GAS SERVICIO SANTA CRUZ SA DE CV,-110.5989,31.23701,16.57,17.57,21.5
4962,SERVICIOS SIERRA GORDA SA DE CV,-100.5378,21.29277,19.2,20.9,20.74
4963,GASERVICIO SA DE CV,-116.9412,32.53352,,19.99,
4964,OPERADORA SAGUARO BAJA S.A DE C.V,-115.4659,32.63592,17.98,19.3,
4965,SUPER SERVICIO DLT SA DE CV,-99.31921,19.6131,20.15,21.23,21.17
4966,SINERGIA DE ENERGETICOS S.A. DE C.V. ,-98.19828,19.0246,19.01,19.99,
4967,"GASOLVER, S.A. DE C.V.",-96.1335,19.18144,18.81,19.83,
4968,MACRO SERVICIO PLAZA SA DE CV,-99.50815,27.47324,,16.85,
4969,SERVICIO APOLO SA DE CV,-105.3221,21.67786,20.95,,21.95
4970,Gasolinera Valle de Guadalupe,-99.2318,19.60916,20.45,21.49,
4971,ESTACION DE SERVICIO LOS ANGELES SA DE CV,-100.3101,25.71785,19.99,21.75,21.55
4972,"AUTOSERVICIO YUCATAN, S.A. DE C.V. (ES05480)",-88.20055,20.68009,,21.67,
4973,"SERVICIO CALY, S.A. DE C.V.",-101.5439,20.09246,20.2,20.7,21.5
4974,SERVICIO VILLA LOPEZ S. DE P.R. DE R.I. DE C.V.,-105.0419,27.00131,20.75,21,21.99
4975,"ESPONDA TORRES ASOCIADOS, S.A. DE C.V.",-93.71975,16.68892,18.99,,
4976,GABINA GUADALUPE SIFUENTES GUTIERREZ,-106.492,31.73607,13.94,,
4977,FINAMEXA DE OCCIDENTE S DE RL DE CV,-102.7716,20.7929,20.63,22.02,
4978,GASOLINERA ACAYUCAN SA DE CV ,-94.91953,17.96713,18.96,19.96,
4979,SERVICIO TECALI S.A. DE C.V.,-97.96953,18.90316,19.7,20.98,21.58
4980,"OPERADORA Y COMERCIALIZADORA DEL ITSMO, S.A.DE C.V",-92.9211,18.01541,,,16.66
4981,FLECHA GASOLINERA SA DE CV,-110.8958,27.92566,20.39,,
4982,"SERVICIO LEYVA, S.A DE C.V.",-106.8845,30.14735,19.8,,
4983,MARTIN ALFONSO RAMIREZ RAMIREZ,-98.30253,26.09331,,16.6,
4984,"GRUPO GASOLINERO DE ORIZABA, S.A. DE C.V.",-97.10865,18.86332,18.95,20.25,20.99
4985,"INMOBILIARIA CHAKAS, S.A. DE C.V.",-117.1181,32.53249,,,
4986,"ESTACION DE SERVICIO ALTAR, S DE RL DE CV",-111.8064,30.73145,18.53,19.25,20.58
4987,Servicios Populares S.A. de C.V.,-110.1402,27.51702,20.3,,22.05
4988,Servicio Aledajo sa de cv,-104.644,24.00674,19.8,21.12,21.95
4989,"Servicios y Lubricantes de Nogales, S.A. de C.V.",-110.9385,31.28339,,,20.56
4990,"SERVICIO VIGAR, S.A. DE C.V. ",-102.2005,19.89029,21.36,22.39,22.76
4991,"SERVICIO FUNDADORES, S.A. DE C.V.",-116.6249,32.56594,18.09,19.49,
4992,SINERGIA DE ENERGETICOS S.A. DE C.V. ,-98.16246,19.04379,19.33,20.48,
4993,SERVICIO OTEAPAN SA DE CV,-94.52007,18.13906,18.41,,20.4
4994,AUTOSERVICIO MANZANILLO PUERTO SA DE CV,-104.2798,19.08752,,,21.8
4995,FLECHA GASOLINERA SA DE CV,-110.9096,27.89439,20.39,,
4996,SERVICIO LAS PALMAS VALLARTA SA DE CV,-105.2284,20.68582,,21.35,
4997,GASOLINERIA HOGAR S.A. DE C.V.,-97.3048,25.50027,,0.01,
4998,SERVICIO ALDAMA S A ,-99.15187,19.4402,20.53,21.47,21.47
4999,SERVICIO HUAJUMBARO S.A. DE C.V.,-100.7398,19.67221,,21.6,
5000,AUTO SERVICIO CAVA SA DE CV,-107.5064,24.77283,19.24,21.64,21.29
5001,ALVARO TRINIDAD MARTINEZ,-98.19164,19.07122,,,21.41
5002,SERVICIO ESTANZUELA S.A. DE C.V. ,-99.09967,19.4912,20.73,21.78,22.04
5003,The Diamond R.I.A. S.A. de C.V.,-112.8596,31.86828,15.99,18.29,20.1
5004,"SUPER SERVICIO SOLEDAD, S.A. DE C.V.",-100.9324,22.1684,,20.81,21.09
5005,Garcimax,-98.90967,19.28898,20.17,21.34,21.58
5006,HUGO TISCAREÑO ALONSO,-102.2521,22.56026,,21.38,
5007,SERVICIO LAS ESMERALDAS S.A. DE C.V.,-101.1295,19.03169,21.3,22.88,22.95
5008,GRUPO OCCIDENTAL DE COMBUSTIBLES SA DE CV,-103.7569,19.24004,19.72,,
5009,SERVICIOS SAN JOSE S.A. DE C.V.,-102.4721,21.16494,20,21.45,21.5
5010,"COMERCIALIZADORA DIAFER, S.A. DE C.V.",-100.2528,25.6611,19.99,,
5011,PETROPLAZAS S.A. DE C.V.,-108.4633,25.5852,20.19,22.39,22.02
5012,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",-117.034,32.52591,19.09,,
5013,CHASI S.A. DE C.V.,-97.09965,18.86356,18.95,20.15,21.2
5014,"GASOLINERA 3 CAMINOS, S. A. DE C. V.",-100.1784,25.66904,,21.75,
5015,MA JORGE HERNANDEZ OROPEZA,-102.2782,21.6462,20.4,,22.1
5016,PETRO G SA DE CV,-98.28905,26.06933,,16.89,
5017,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",-92.92054,18.0196,18.3,,20.3
5018,Administradora de gasolineras San Agustin SA de CV,-99.21562,19.49314,20.5,21.55,21.48
5019,"LA COMPAÑIA MERCANTIL DE MANUEL, S. DE R.L. DE C.V",-98.31043,22.72621,19.5,20.69,21.59
5020,ESTACION DE SERVICIO AMMA SA DE CV,-99.50621,17.55311,20.5,21.68,
5021,ISIDORA HERNANDEZ DURAN,-96.39757,18.24839,19.94,,21.79
5022,SERVICIO APATLACO SA DE CV,-99.11102,19.38103,20.69,21.75,
5023,"ESTACION CALIFORNIA, SA. DE CV.",-111.4036,25.1521,20.2,21.65,
5024,MANUEL ESTEBAN BAUZA MENDOZA,-97.42961,20.5139,19.29,20.39,21.29
5025,Gasolinas y Lubricantes SA de CV,-97.52935,25.85212,14.89,,
5026,ANTONINO VAZQUEZ MORAN,-99.82758,20.70718,20,21.2,22.2
5027,"Servicio Carboneras, S.A. de C.V.",-108.375,25.7103,20.6,22.99,22.4
5028,"FRANCISCO HERRERA MONTAÑO, S.A DE C.V.",-110.2254,29.81958,20.03,21.63,21.53
5029,"SUPER'S RAPÍDITOS BIP BIP, S.A. DE C.V.",-106.4417,31.74157,13.9,16,
5030,FILADELFO ORTIZ FIGUEROA,-97.63387,17.60012,20.6,,22.45
5031,ESTHER MARGARITA MENDIVIL GIL,-109.4378,27.04577,21.21,21.7,22.25
5032,"SUPER'S RAPÍDITOS BIP BIP, S.A. DE C.V.",-106.4431,31.66017,13.9,16,
5033,SERVICIO TAYFER SA DE CV,-98.69933,19.97493,18.87,20.26,20.36
5034,"GASSHOP, S.A. DE C.V.",-115.4476,32.63582,18.09,19.19,
5035,GASOLINERA LOS CERRITOS SA DE CV,-92.30495,14.88129,19.26,20.65,20.87
5036,SERVICIO COL SA DE CV,-98.91104,19.55789,20.24,21.42,20.78
5037,GASERVICIO SA DE CV,-110.9852,29.08488,19.94,,
5038,GASOLINERA LOS FRESNOS SA DE CV,-104.8922,21.48212,20.91,22.57,
5039,SERVICIO GUADALUPANO S. DE R.L. DE C.V.,-102.2564,21.90823,19.93,20.98,
5040,"Serviexpress Carmelo Pérez, S.A.  de C.V.",-98.99766,19.3981,,21.39,
5041,"RAMSA DEL YAQUI, S.A. DE C.V.",-110.015,27.46472,,,21.75
5042,Servicio Ixtlahuaca S.A. de C.V.,-99.76132,19.56625,20.09,21.29,21.69
5043,JOEL CORTE HERRERA,-97.48503,19.4862,19.89,,21.79
5044,Faro Santander SA de CV,-98.91467,19.25448,20.24,21.12,21.99
5045,GASOLINERA LAS BRISAS DE TEPIC SA DE CV,-104.9199,21.52078,20.91,22.57,
5046,GASOLINERA ACAYUCAN SA DE CV ,-94.88312,17.95318,18.96,19.96,
5047,SERVICIO BOULEVARD BICENTENARIO SA DE CV,-99.91911,19.75552,19.89,,
5048,SERVICIO PERISUR DEL REAL S.A. DE C.V,-105.6476,26.9211,19.51,21.34,20.97
5049,"BOLICHE EXPRES, S.A. DE C.V.",-92.9632,17.99146,18.35,,
5050,JOSE RAMON MARTINEZ SALGADO,-113.5381,31.31959,19.34,20.85,
5051,OPERADORA SAGUARO BAJA S.A DE C.V,-115.3751,32.60199,17.98,19.3,19.45
5052,SERVICIO EXPRESS AAA SA DE CV,-107.4016,24.79634,19.71,22.08,21.7
5053,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.,-115.3394,32.5695,,,20.19
5054,RAUL TELLEZ ROMERO,-98.7149,20.402,19.94,20.9,21.33
5055,Administradora de gasolineras Interlomas SA de CV,-99.27188,19.40172,20.62,21.55,
5056,SUPERSERVICIO NUEVO LAREDO SA DE CV ,-99.60076,27.29857,,,19.99
5057,JOSE RAFAEL PALACIOS CERVANTES,-100.6937,20.35636,20.62,21.74,21.92
5058,"SERVICIO PESQUEIRA M, S.A. DE C.V.",-110.9957,29.13819,19.99,,
5059,Servicio Tres Encinas SA de CV,-99.08645,19.3806,20.55,,21.78
5060,JOSE DE JESUS PORRAS VILLARREAL,-99.16492,23.72067,19.75,21.3,
5061,ANA ISABEL BONIFAZ SALAS,-93.20629,17.08613,19.19,20.36,20.79
5062,Turismo Campeche S.A. de C.V.,-90.73533,19.33651,19.79,21.17,21.29
5063,Operadora Facysa SA de CV,-97.96664,17.67139,20.88,,
5064,"MONTE CADIZ, S. A. DE C. V.",-100.0486,25.61137,19.99,21.75,21.44
5065,Servicio Chinistila S de RL de CV,-103.1784,18.77721,20.8,21.49,22.8
5066,MARIA DEL CARMEN NAVARRETE HUANTE,-101.5997,17.67687,19.2,20.53,20.56
5067,ESTACION DE SERVICIO G6 SA DE CV,-100.0491,25.29848,20.45,21.8,21.5
5068,PALOMAS COMERCIAL SA DE CV,-107.6271,31.77943,15.54,,20.8
5069,CM COMBUSTIBLES S.A. DE C.V.,-110.9833,29.11665,,21.17,
5070,Servicio Cuexoch S.A. DE C.V.,-99.10278,19.29399,20.69,21.79,21.55
5071,"SUPER'S RAPÍDITOS BIP BIP, S.A. DE C.V.",-106.3813,31.61635,13.9,16,
5072,GASOLINERA EL ZAPOTE S.A. DE C.V.,-103.2799,20.50441,20.87,21.8,22.07
5073,"SERVICIO HORTA DE ENSENADA, SA DE CV",-116.6089,31.85023,,,17.01
5074,GASOLINERA LOMA COLORADA S.A. DE C.V.,-98.12375,24.83803,19.4,,20.5
5075,ESTACION DE SERVICIOS PIONEROS SA DE CV,-105.4337,28.15794,,,20.9
5076,GASOLINERA HIDALGO DE NUEVO LAREDO SA DE CV,-99.53284,27.49309,,16.85,
5077,"AUTOSERVICIO YUCATAN, S.A. DE C.V. (ES05480)",-89.41631,20.3072,20.09,,
5078,"SERVICIO GASOLINERA ZAPOTLANEJO, S.A. DE C.V.",-103.0765,20.61863,,21.55,
5079,AUTO SERVICIOS GASHER S.A. DE C.V.,-100.2456,25.6926,19.98,21,
5080,COMERCIAL AUTOMOTRIZ SA DE CV,-110.2968,30.98596,,21.15,
5081,SERVICIO RIO CALZADAS SA DE CV,-94.10185,17.88808,18.6,19.7,20.65
5082,"SERVICIO MANTEROLA, SA DE CV",-97.05827,20.07552,19.89,21.15,21.25
5083,"GRUPO GASOLINERO DE ORIZABA, S.A. DE C.V.",-97.10839,18.87712,19.25,,21.25
5084,MARIA VICTORIA OROZ CAMACHO,-107.476,28.54572,19.33,20.76,20.51
5085,DIVISORIA LAS TORRES SA DE CV,-97.87662,22.3218,,19.98,
5086,"SERVICIO COLOTLAN EXPRESS, S.A. DE C.V.",-103.4571,20.80675,20.79,21.49,21.95
5087,SERVICIO RIO CALZADAS SA DE CV,-94.44634,18.15174,17.99,19.25,
5088,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",-92.90547,18.02507,,,20.4
5089,"GRUPO GASOLINERO DE ORIZABA, S.A. DE C.V.",-97.07853,18.85292,18.95,20.25,20.99
5090,"COMBUSTIBLES Y LUBRICANTES DE ORIENTE, S.A. DE C.V",-88.16017,21.14617,20.22,21.47,21.59
5091,"PETROMERIDA, SA DE CV (ES11112)",-89.58938,20.98127,,,20.84
5092,GASOLINERA Y LUBRICANTES EL CRUCERO SA DE CV,-109.9287,27.48103,20.17,21.47,21.73
5093,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",-92.86583,18.10661,,,20.4
5094,SERVICIO OPORTO SA DE CV,-96.17146,19.16204,17.9,,
5095,"SUPER'S RAPÍDITOS BIP BIP, S.A. DE C.V.",-106.4182,31.72184,13.9,16,
5096,PETRO G SA DE CV,-98.29326,26.08544,14.64,16.89,
5097,"SUPER'S RAPÍDITOS BIP BIP, S.A. DE C.V.",-106.3498,31.62878,13.9,16,
5098,SERVICIO ANGO SA DE CV,-98.4089,20.11566,19.02,20.19,20.45
5099,servicios sinaloa sa de cv,-107.3893,24.80539,,21.88,
5100,GRUPO COLECTIVO N° 1 PLAN DE AYALA SA DE CV,-98.79408,24.95035,,,21
5101,SERVICIO MAZATEPEC SA DE CV,-99.36562,18.7516,18.9,20.74,20.49
5102,"ESTACION DE SERVICIOS EL TEMAZCAL, SA DE CV ",-100.7433,19.02593,21.1,22.6,22.7
5103,Servicio 300. S.A. de C.V.,-109.951,27.46472,20.09,21.49,21.75
5104,"Servicio Imperial de Mexico, S.A. de C.V.",-106.4391,31.72809,,15.98,
5105,LOZA GUTIERREZ SA DE CV,-102.2906,21.07025,20.4,21.7,21.95
5106,"GASOLINERA EL VERTEDOR, S.A. DE C.V.",-110.9303,29.05328,19.99,,
5107,GASOLINERA GALERIAS SA DE CV,-92.2636,14.89502,19.16,20.24,20.72
5108,"GASOLINERIA LAS PALMAS, S.A. DE C.V.",-96.22438,19.21476,18.73,,
5109,ORVI COMBUSTIBLES S.A DE C.V,-100.1509,19.39191,20.52,21.99,22.29
5110,GRUPO GASOLINERO ROCIO DEL MAR S.A. DE C.V.,-92.05512,16.11776,20.56,21.36,22.5
5111,"PROMOTORA INTEGRACION URBANA, S.A. DE C.V.",-103.2593,20.64127,,,20.37
5112,CARLOS FERRER MOHENO,-93.185,18.32344,18.98,19.1,20.25
5113,PETROTANQUES SA DE CV,-101.2024,27.93557,20.45,21.67,21.75
5114,ECHAY COMBUSTIBLES SA DE CV,-104.1077,25.23041,20.56,,22.3
5115,GASOLINERA EL HUEYATE SA DE CV,-92.46967,15.14769,19.28,20.69,21.58
5116,HIDROCARBUROS SAN MIGUEL S.A. DE C.V.,-98.34603,19.23424,19.33,20.78,20.63
5117,"SERVICIO ALCANFORES, S.A. DE. C.V.",-107.6966,24.76966,,,21.84
